Congress,Committee Code,ID #,Name,Maj/Min,Rank Within Party,Party Code,Date of Appointment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State Code,District,State Name,Notes,,,,,
113,306,15425,"Johnson, Tim",1,7,100,1/24/13,1/3/15,0,17,2,1,0,SRES17,Appropriations,37,82,SD,,,,,,
113,306,49702,"Landrieu, Mary L.",1,8,100,1/24/13,1/3/15,0,13,2,1,0,SRES17,Appropriations,45,82,LA,,,,,,
113,306,29142,"Reed, Jack",1,9,100,1/24/13,1/3/15,0,7,5,1,1,SRES17,Appropriations,5,82,RI,,,,,,
113,306,14914,"Lautenberg, Frank R.",1,10,100,1/24/13,6/3/13,0,7,5,5,0,SRES17,Appropriations,12,82,NJ,Died,,,,,
113,306,40301,"Pryor, Mark",1,11,100,1/24/13,1/3/15,0,5,2,1,0,SRES17,Appropriations,42,82,AR,,,,,,
113,306,29906,"Udall, Mark",1,12,100,1/24/13,1/3/15,0,1,2,1,0,SRES17,Appropriations,62,82,CO,,,,,,
113,306,40906,"Shaheen, Jeanne",1,13,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Appropriations,4,82,NH,,,,,,
113,306,40908,"Merkley, Jeff",1,14,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Appropriations,72,82,OR,,,,,,
113,306,40900,"Begich, Mark",1,1,100,1/24/13,1/3/15,0,1,2,1,0,SRES17,Appropriations,81,82,AK,,,,,,
113,306,40916,"Coons, Christopher",6,1,100,6/20/13,1/3/15,0,1,2,1,1,SRES179,Appropriations,11,82,DE,Replaced Lautenberg; Ranked after Merkley,,,,,
113,306,94659,"Shelby, Richard C.",2,1,200,1/24/13,1/3/15,21,19,2,1,1,SRES18,Appropriations,41,83,AL,,,,,,
113,306,14009,"Cochran, Thad",2,2,200,1/24/13,1/3/15,0,33,2,1,1,SRES18,Appropriations,46,82,MS,,,,,,
113,306,14921,"McConnell, Mitch",2,3,200,1/24/13,1/3/15,0,21,2,1,1,SRES18,Appropriations,51,82,KY,,,,,,
113,306,40304,"Alexander, Lamar",2,4,200,1/24/13,1/3/15,0,7,2,1,1,SRES18,Appropriations,54,82,TN,,,,,,
113,306,49703,"Collins, Susan",2,5,200,1/24/13,1/3/15,0,5,2,1,1,SRES18,Appropriations,2,82,ME,,,,,,
113,306,40300,"Murkowski, Lisa",2,6,200,1/24/13,1/3/15,0,5,2,1,1,SRES18,Appropriations,81,83,AK,,,,,,
113,306,29566,"Graham, Lindsey O.",2,7,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Appropriations,48,82,SC,,,,,,
113,306,20115,"Kirk, Mark",2,8,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Appropriations,21,83,IL,,,,,,
113,306,14806,"Coats, Dan",2,9,200,1/24/13,1/3/15,0,3,2,1,2,SRES18,Appropriations,22,83,IN,,,,,,
113,306,29735,"Blunt, Roy",2,10,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Appropriations,34,83,MO,,,,,,
113,306,29722,"Moran, Jerry",2,11,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Appropriations,32,83,KS,,,,,,
113,306,41107,"Hoeven, John",2,12,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Appropriations,36,83,ND,,,,,,
113,306,40905,"Johanns, Mike",2,13,200,1/24/13,1/3/15,0,1,2,1,0,SRES18,Appropriations,35,82,NE,,,,,,
113,306,20101,"Boozman, John",2,14,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Appropriations,42,83,AR,,,,,,
113,308,14709,"Levin, Carl",1,1,100,1/24/13,1/3/15,11,35,2,1,0,SRES17,Armed Services,23,82,MI,,,,,,
113,308,29142,"Reed, Jack",1,2,100,1/24/13,1/3/15,0,15,2,1,1,SRES17,Armed Services,5,82,RI,,,,,,
113,308,14651,"Nelson, Clarence William (Bill)",1,3,100,1/24/13,1/3/15,0,1,4,1,1,SRES17,Armed Services,43,81,FL,,,,,,
113,308,40701,"McCaskill, Claire",1,4,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,Armed Services,34,81,MO,,,,,,
113,308,29906,"Udall, Mark",1,5,100,1/24/13,1/3/15,0,5,2,1,0,SRES17,Armed Services,62,82,CO,,,,,,
113,308,40907,"Hagan, Kay",1,6,100,1/24/13,1/3/15,0,5,2,1,0,SRES17,Armed Services,47,82,NC,,,,,,
113,308,40915,"Manchin, Joe",1,7,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Armed Services,56,81,WV,,,,,,
113,308,40906,"Shaheen, Jeanne",1,8,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Armed Services,4,82,NH,,,,,,
113,308,20735,"Gillibrand, Kirsten E.",1,9,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Armed Services,13,81,NY,,,,,,
113,308,41101,"Blumenthal, Richard",1,10,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Armed Services,1,83,CT,,,,,,
113,308,20717,"Donnelly, Joe",1,11,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Armed Services,22,81,IN,,,,,,
113,308,20713,"Hirono, Mazie",1,12,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Armed Services,82,81,HI,,,,,,
113,308,41305,"Kaine, Timothy",1,13,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Armed Services,40,81,VA,,,,,,
113,308,41300,"King, Angus S.",1,14,328,1/24/13,1/3/15,0,1,2,1,1,SRES17,Armed Services,2,81,ME,,,,,,
113,308,15424,"Inhofe, James M.",2,1,200,1/24/13,1/3/15,21,19,2,1,1,SRES18,Armed Services,53,82,OK,,,,,,
113,308,15039,"McCain, John",2,2,200,1/24/13,1/3/15,0,27,2,1,1,SRES18,Armed Services,61,83,AZ,,,,,,
113,308,49700,"Sessions, Jeff",2,3,200,1/24/13,1/3/15,0,15,2,1,1,SRES18,Armed Services,41,82,AL,,,,,,
113,308,29512,"Chambliss, Saxby",2,4,200,1/24/13,1/3/15,0,11,2,1,0,SRES18,Armed Services,44,82,GA,,,,,,
113,308,29534,"Wicker, Roger F.",2,5,200,1/24/13,1/3/15,0,6,2,1,1,SRES18,Armed Services,46,81,MS,,,,,,
113,308,41106,"Ayotte, Kelly",2,6,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Armed Services,4,83,NH,,,,,,
113,308,41302,"Fischer, Deb",2,7,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Armed Services,35,81,NE,,,,,,
113,308,29566,"Graham, Lindsey O.",2,8,200,1/24/13,1/3/15,0,11,2,1,1,SRES18,Armed Services,48,82,SC,,,,,,
113,308,29918,"Vitter, David",2,9,200,1/24/13,1/3/15,0,5,2,1,2,SRES18,Armed Services,45,83,LA,,,,,,
113,308,29735,"Blunt, Roy",2,10,200,1/24/13,1/3/15,0,1,2,1,2,SRES18,Armed Services,34,83,MO,,,,,,
113,308,41110,"Lee, Mike",2,11,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Armed Services,67,83,UT,,,,,,
113,308,41304,"Cruz, Ted",2,12,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Armed Services,49,81,TX,,,,,,
113,314,15425,"Johnson, Tim",1,1,100,1/24/13,1/3/15,11,17,2,1,0,SRES17,"Banking, Housing, and Urban Affairs",37,82,SD,,,,,,
113,314,29142,"Reed, Jack",1,2,100,1/24/13,1/3/15,0,17,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",5,82,RI,,,,,,
113,314,14858,"Schumer, Charles Ellis (Chuck)",1,3,100,1/24/13,1/3/15,0,15,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",13,83,NY,,,,,,
113,314,29373,"Menendez, Robert",1,4,100,1/24/13,1/3/15,0,9,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",12,81,NJ,,,,,,
113,314,29389,"Brown, Sherrod",1,5,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",24,81,OH,,,,,,
113,314,40702,"Tester, Jon",1,6,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",64,81,MT,,,,,,
113,314,40909,"Warner, Mark",1,7,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",40,82,VA,,,,,,
113,314,40908,"Merkley, Jeff",1,8,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",72,82,OR,,,,,,
113,314,40907,"Hagan, Kay",1,9,100,1/24/13,1/3/15,0,3,2,1,0,SRES17,"Banking, Housing, and Urban Affairs",47,82,NC,,,,,,
113,314,40915,"Manchin, Joe",1,10,100,1/24/13,1/3/15,0,1,2,1,2,SRES17,"Banking, Housing, and Urban Affairs",56,81,WV,,,,,,
113,314,41301,"Warren, Elizabeth",1,11,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",3,81,MA,,,,,,
113,314,41303,"Heitkamp, Heidi",1,12,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,"Banking, Housing, and Urban Affairs",36,81,ND,,,,,,
113,314,29345,"Crapo, Michael Dean",2,1,200,1/24/13,1/3/15,21,15,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",63,83,ID,,,,,,
113,314,94659,"Shelby, Richard C.",2,2,200,1/24/13,1/3/15,0,27,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",41,83,AL,,,,,,
113,314,40705,"Corker, Bob",2,3,200,1/24/13,1/3/15,0,6,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",54,81,TN,,,,,,
113,314,29918,"Vitter, David",2,4,200,1/24/13,1/3/15,0,5,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",45,83,LA,,,,,,
113,314,40905,"Johanns, Mike",2,5,200,1/24/13,1/3/15,0,5,2,1,0,SRES18,"Banking, Housing, and Urban Affairs",35,82,NE,,,,,,
113,314,29935,"Toomey, Patrick J.",2,6,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",14,83,PA,,,,,,
113,314,20115,"Kirk, Mark",2,7,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",21,83,IL,,,,,,
113,314,29722,"Moran, Jerry",2,8,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",32,83,KS,,,,,,
113,314,29555,"Coburn, Thomas Allen",2,9,200,1/24/13,1/3/15,0,1,2,1,0,SRES18,"Banking, Housing, and Urban Affairs",53,82,OK,,,,,,
113,314,20730,"Heller, Dean",2,10,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,"Banking, Housing, and Urban Affairs",65,81,NV,,,,,,
113,316,49308,"Murray, Patty",1,1,100,1/24/13,1/3/15,11,21,2,1,1,SRES17,Budget,73,83,WA,,,,,,
113,316,14871,"Wyden, Ron",1,2,100,1/24/13,1/3/15,0,18,2,1,1,SRES17,Budget,72,83,OR,,,,,,
113,316,14651,"Nelson, Clarence William (Bill)",1,3,100,1/24/13,1/3/15,0,13,2,1,2,SRES17,Budget,43,81,FL,,,,,,
113,316,29732,"Stabenow, Deborah Ann",1,4,100,1/24/13,1/3/15,0,13,2,1,1,SRES17,Budget,23,81,MI,,,,,,
113,316,29147,"Sanders, Bernard",1,5,328,1/24/13,1/3/15,0,7,2,1,1,SRES17,Budget,6,81,VT,,,,,,
113,316,40704,"Whitehouse, Sheldon",1,6,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,Budget,5,83,RI,,,,,,
113,316,40909,"Warner, Mark",1,7,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Budget,40,82,VA,,,,,,
113,316,40908,"Merkley, Jeff",1,8,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Budget,72,82,OR,,,,,,
113,316,40916,"Coons, Christopher",1,9,100,1/24/13,1/3/15,0,3,2,1,2,SRES17,Budget,11,82,DE,,,,,,
113,316,29940,"Baldwin, Tammy",1,10,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Budget,25,81,WI,,,,,,
113,316,41305,"Kaine, Timothy",1,11,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Budget,40,81,VA,,,,,,
113,316,41300,"King, Angus S.",1,12,328,1/24/13,1/3/15,0,1,2,1,1,SRES17,Budget,2,81,ME,,,,,,
113,316,49700,"Sessions, Jeff",2,1,200,1/24/13,1/3/15,21,11,2,1,1,SRES18,Budget,41,82,AL,,,,,,
113,316,14226,"Grassley, Charles E.",2,2,200,1/24/13,1/3/15,0,33,2,1,1,SRES18,Budget,31,83,IA,,,,,,
113,316,49706,"Enzi, Michael B.",2,3,200,1/24/13,1/3/15,0,11,2,1,1,SRES18,Budget,68,82,WY,,,,,,
113,316,29345,"Crapo, Michael Dean",2,4,200,1/24/13,1/3/15,0,11,2,1,1,SRES18,Budget,63,83,ID,,,,,,
113,316,29566,"Graham, Lindsey O.",2,5,200,1/24/13,1/3/15,0,9,2,1,1,SRES18,Budget,48,82,SC,,,,,,
113,316,29386,"Portman, Rob",2,6,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Budget,24,83,OH,,,,,,
113,316,29935,"Toomey, Patrick J.",2,7,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Budget,14,83,PA,,,,,,
113,316,41111,"Johnson, Ron",2,8,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Budget,25,83,WI,,,,,,
113,316,41106,"Ayotte, Kelly",2,9,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Budget,4,83,NH,,,,,,
113,316,29534,"Wicker, Roger F.",1,10,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Budget,46,83,MS,,,,,,
113,321,14922,"Rockefeller, John D., IV",1,1,100,1/24/13,1/3/15,11,28,2,1,0,SRES17,"Commerce, Science, and Transportation",56,82,WV,,,,,,
113,321,14920,"Kerry, John F.",1,2,100,1/24/13,2/1/13,0,27,2,6,0,SRES17,"Commerce, Science, and Transportation",3,82,MA,Resigned to become Secretary of State,,,,,
113,321,15011,"Boxer, Barbara",1,3,100,1/24/13,1/3/15,0,13,2,1,2,SRES17,"Commerce, Science, and Transportation",71,83,CA,,,,,,
113,321,14651,"Nelson, Clarence William (Bill)",1,4,100,1/24/13,1/3/15,0,13,2,1,1,SRES17,"Commerce, Science, and Transportation",43,81,FL,,,,,,
113,321,39310,"Cantwell, Maria",1,5,100,1/24/13,1/3/15,0,11,2,1,1,SRES17,"Commerce, Science, and Transportation",73,81,WA,,,,,,
113,321,14914,"Lautenberg, Frank R.",1,6,100,1/24/13,6/3/13,0,11,2,5,0,SRES17,"Commerce, Science, and Transportation",12,82,NJ,Died,,,,,
113,321,40301,"Pryor, Mark",1,7,100,1/24/13,1/3/15,0,9,2,1,0,SRES17,"Commerce, Science, and Transportation",42,82,AR,,,,,,
113,321,40701,"McCaskill, Claire",1,8,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,"Commerce, Science, and Transportation",34,81,MO,,,,,,
113,321,40700,"Klobuchar, Amy",1,9,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,"Commerce, Science, and Transportation",33,81,MN,,,,,,
113,321,40909,"Warner, Mark",1,10,100,1/24/13,2/12/14,0,5,2,2,2,SRES17,"Commerce, Science, and Transportation",40,82,VA,,,,,,
113,321,40900,"Begich, Mark",1,11,100,1/24/13,1/3/15,0,5,2,1,0,SRES17,"Commerce, Science, and Transportation",81,82,AK,,,,,,
113,321,41101,"Blumenthal, Richard",1,12,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,"Commerce, Science, and Transportation",1,83,CT,,,,,,
113,321,41112,"Schatz, Brian E.",1,13,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,"Commerce, Science, and Transportation",82,83,HI,,,,,,
113,321,41306,"Cowan, William (Mo)",6,1,100,2/12/13,7/15/13,0,1,2,8,0,SRES29,"Commerce, Science, and Transportation",3,82,MA,Appointed to temporarily fill the seat vacated by John Kerry.  Resigned Senate 7/16/13 after Ed Markey was elected; Ranked after Schatz,,,,,
113,321,20930,"Heinrich, Martin",6,1,100,6/20/13,10/31/13,0,1,2,2,2,SRES179,"Commerce, Science, and Transportation",66,81,NM,Replaced Lautenberg: Ranked after Cowan,,,,,
113,321,14435,"Markey, Edward J. (Ed)",6,1,100,7/15/13,1/3/15,0,1,2,1,1,SRES196,"Commerce, Science, and Transportation",3,82,MA,"Elected to replace Kerry, replaced Cowan on Committee: Ranked after Heinrich",,,,,
113,321,41308,"Booker, Cory",6,1,100,10/31/13,1/3/15,0,1,2,1,1,SRES283,"Commerce, Science, and Transportation",12,82,NJ,"Elected to replace Lautenberg, replaced Heinrich on Committee; Ranked after Markey",,,,,
113,321,41309,"Walsh, John E.",4,1,100,2/12/14,1/3/15,0,1,2,4,0,SRES359,"Commerce, Science, and Transportation",64,82,MT,Replaced Baucus in Senate; Ranked after Booker,,,,,
113,321,29754,"Thune, John",2,1,200,1/24/13,1/3/15,21,7,2,1,1,SRES18,"Commerce, Science, and Transportation",37,83,SD,,,,,,
113,321,29534,"Wicker, Roger F.",2,2,200,1/24/13,1/3/15,0,6,2,1,1,SRES18,"Commerce, Science, and Transportation",46,81,MS,,,,,,
113,321,29735,"Blunt, Roy",2,3,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Commerce, Science, and Transportation",34,83,MO,,,,,,
113,321,41102,"Rubio, Marco",2,4,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Commerce, Science, and Transportation",43,83,FL,,,,,,
113,321,41106,"Ayotte, Kelly",2,5,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Commerce, Science, and Transportation",4,83,NH,,,,,,
113,321,20730,"Heller, Dean",2,6,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,"Commerce, Science, and Transportation",65,81,NV,,,,,,
113,321,14806,"Coats, Dan",2,7,200,1/24/13,1/3/15,0,1,2,1,2,SRES18,"Commerce, Science, and Transportation",22,83,IN,,,,,,
113,321,21173,"Scott, Tim",2,8,200,1/24/13,1/3/15,0,1,2,1,2,SRES18,"Commerce, Science, and Transportation",48,83,SC,,,,,,
113,321,41304,"Cruz, Ted",2,9,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,"Commerce, Science, and Transportation",49,81,TX,,,,,,
113,321,41302,"Fischer, Deb",2,10,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,"Commerce, Science, and Transportation",35,81,NE,,,,,,
113,321,41111,"Johnson, Ron",2,11,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,"Commerce, Science, and Transportation",25,82,WI,,,,,,
113,321,41307,"Chiesa, Jeffrey",5,12,200,6/20/13,10/31/13,0,1,2,8,0,SRES180,"Commerce, Science, and Transportation",12,82,NJ,"Replaced Lautenberg in Senate, but did not seek his seat in the special election",,,,,
113,330,14871,"Wyden, Ron",1,1,100,1/24/13,1/3/15,12,17,2,1,1,SRES17,Energy and Natural Resources,72,83,OR,,,,,,
113,330,15425,"Johnson, Tim",1,2,100,1/24/13,1/3/15,0,17,2,1,0,SRES17,Energy and Natural Resources,37,82,SD,,,,,,
113,330,49702,"Landrieu, Mary L.",1,3,100,1/24/13,1/3/15,13,17,2,1,0,SRES17,Energy and Natural Resources,45,82,LA,Appointed chair 2/12/2014 by SRES359,,,,,
113,330,39310,"Cantwell, Maria",1,4,100,1/24/13,1/3/15,0,13,2,1,1,SRES17,Energy and Natural Resources,73,81,WA,,,,,,
113,330,29147,"Sanders, Bernard",1,5,328,1/24/13,1/3/15,0,7,2,1,1,SRES17,Energy and Natural Resources,6,81,VT,,,,,,
113,330,29732,"Stabenow, Deborah Ann",1,6,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Energy and Natural Resources,23,81,MI,,,,,,
113,330,29906,"Udall, Mark",1,7,100,1/24/13,1/3/15,0,5,2,1,0,SRES17,Energy and Natural Resources,62,82,CO,,,,,,
113,330,40904,"Franken, Al",1,8,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Energy and Natural Resources,33,82,MN,,,,,,
113,330,40915,"Manchin, Joe",1,9,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Energy and Natural Resources,56,81,WV,,,,,,
113,330,40916,"Coons, Christopher",1,10,100,1/24/13,6/20/13,0,3,2,2,2,SRES17,Energy and Natural Resources,11,82,DE,,,,,,
113,330,41112,"Schatz, Brian E.",1,11,100,1/24/13,1/3/15,0,1,2,1,2,SRES17,Energy and Natural Resources,82,83,HI,,,,,,
113,330,20930,"Heinrich, Martin",1,12,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Energy and Natural Resources,66,81,NM,,,,,,
113,330,29940,"Baldwin, Tammy",6,12,100,6/20/13,1/3/15,0,1,2,1,2,SRES179,Energy and Natural Resources,25,81,WI,Replaced Coons; ranked after Heinrich,,,,,
113,330,40300,"Murkowski, Lisa",2,1,200,1/24/13,1/3/15,21,11,2,1,1,SRES18,Energy and Natural Resources,81,83,AK,,,,,,
113,330,40707,"Barrasso, John A.",2,2,200,1/24/13,1/3/15,0,7,2,1,1,SRES18,Energy and Natural Resources,68,81,WY,,,,,,
113,330,40902,"Risch, James",2,3,200,1/24/13,1/3/15,0,5,2,1,1,SRES18,Energy and Natural Resources,63,82,ID,,,,,,
113,330,41110,"Lee, Mike",2,4,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Energy and Natural Resources,67,83,UT,,,,,,
113,330,20730,"Heller, Dean",2,5,200,1/24/13,1/3/15,0,3,2,1,2,SRES18,Energy and Natural Resources,65,81,NV,"Replaced Burr; In this order: Ms. Murkowski, Mr. Barrasso, Mr. Risch, Mr. Lee, Mr. Paul, Mr. Coats, Mr. Portman, Mr. Hoeven, Mr. Heller and Mr. Corker",,,,,
113,330,20100,"Flake, Jeff",2,6,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Energy and Natural Resources,61,81,AZ,,,,,,
113,330,21173,"Scott, Tim",2,7,200,1/24/13,1/3/15,0,1,2,1,2,SRES18,Energy and Natural Resources,48,83,SC,,,,,,
113,330,40304,"Alexander, Lamar",2,8,200,1/24/13,1/3/15,0,1,4,1,1,SRES18,Energy and Natural Resources,54,82,TN,,,,,,
113,330,29386,"Portman, Rob",2,9,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Energy and Natural Resources,24,83,OH,,,,,,
113,330,41107,"Hoeven, John",2,10,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Energy and Natural Resources,36,83,ND,,,,,,
113,332,15011,"Boxer, Barbara",1,1,100,1/24/13,1/3/15,11,21,2,1,1,SRES17,Environment and Public Works,71,83,CA,,,,,,
113,332,14203,"Baucus, Max",1,2,100,1/24/13,2/6/14,0,35,2,6,0,SRES17,Environment and Public Works,64,82,MT,Resigned Senate to become Ambassador to China,,,,,
113,332,15015,"Carper, Thomas Richard",1,3,100,1/24/13,1/3/15,0,13,2,1,1,SRES17,Environment and Public Works,11,81,DE,,,,,,
113,332,14914,"Lautenberg, Frank R.",1,4,100,1/24/13,6/3/13,0,9,4,5,0,SRES17,Environment and Public Works,12,82,NJ,,,,,,
113,332,15408,"Cardin, Benjamin L.",1,5,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,Environment and Public Works,52,81,MD,,,,,,
113,332,29147,"Sanders, Bernard",1,6,328,1/24/13,1/3/15,0,7,2,1,1,SRES17,Environment and Public Works,6,81,VT,,,,,,
113,332,40704,"Whitehouse, Sheldon",1,7,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,Environment and Public Works,5,83,RI,,,,,,
113,332,29924,"Udall, Tom",1,8,100,1/24/13,1/3/15,0,5,2,1,2,SRES17,Environment and Public Works,66,82,NM,,,,,,
113,332,40908,"Merkley, Jeff",1,9,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Environment and Public Works,72,82,OR,,,,,,
113,332,20735,"Gillibrand, Kirsten E.",1,10,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Environment and Public Works,13,81,NY,,,,,,
113,332,20713,"Hirono, Mazie",6,11,100,6/20/13,10/31/13,0,1,2,2,2,SRES179,Environment and Public Works,82,81,HI,Replaced Lautenberg,,,,,
113,332,41308,"Booker, Cory",6,12,100,10/31/13,1/3/15,0,1,2,1,1,SRES283,Environment and Public Works,12,82,NJ,Replaced Hirono,,,,,
113,332,14435,"Markey, Edward J. (Ed)",6,13,100,2/12/14,1/3/15,0,1,2,1,1,SRES359,Environment and Public Works,3,82,MA,Replaced Baucus,,,,,
113,332,29918,"Vitter, David",2,1,200,1/24/13,1/3/15,21,9,2,1,1,SRES18,Environment and Public Works,45,83,LA,,,,,,
113,332,15424,"Inhofe, James M.",2,2,200,1/24/13,1/3/15,0,19,2,1,1,SRES18,Environment and Public Works,53,82,OK,,,,,,
113,332,40707,"Barrasso, John A.",2,3,200,1/24/13,1/3/15,0,7,2,1,1,SRES18,Environment and Public Works,68,81,WY,,,,,,
113,332,49700,"Sessions, Jeff",2,4,200,1/24/13,1/3/15,0,3,4,1,1,SRES18,Environment and Public Works,41,82,AL,,,,,,
113,332,29345,"Crapo, Michael Dean",2,5,200,1/24/13,1/3/15,0,5,5,1,1,SRES18,Environment and Public Works,63,83,ID,,,,,,
113,332,29534,"Wicker, Roger F.",2,6,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Environment and Public Works,46,81,MS,,,,,,
113,332,20101,"Boozman, John",2,7,200,1/24/13,1/3/15,0,3,2,1,1,SRES18,Environment and Public Works,42,83,AR,,,,,,
113,332,41302,"Fischer, Deb",2,8,200,1/24/13,1/3/15,0,1,2,1,1,SRES18,Environment and Public Works,35,81,NE,,,,,,
113,336,14203,"Baucus, Max",1,1,100,1/24/13,2/6/14,12,35,2,6,0,SRES17,Finance,64,82,MT,Resigned Senate to become Ambassador to China,,,,,
113,336,14922,"Rockefeller, John D., IV",1,2,100,1/24/13,1/3/15,0,27,2,1,0,SRES17,Finance,56,82,WV,,,,,,
113,336,14920,"Kerry, John F.",1,3,100,1/24/13,2/1/13,0,12,2,6,0,SRES17,Finance,3,82,MA,Resigned to become Secretary of State,,,,,
113,336,14871,"Wyden, Ron",1,4,100,1/24/13,1/3/15,13,9,2,1,1,SRES17,Finance,72,83,OR,Appointed chair 2/12/2014 by SRES359,,,,,
113,336,14858,"Schumer, Charles Ellis (Chuck)",1,5,100,1/24/13,1/3/15,0,9,2,1,1,SRES17,Finance,13,83,NY,,,,,,
113,336,29732,"Stabenow, Deborah Ann",1,6,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,Finance,23,81,MI,,,,,,
113,336,39310,"Cantwell, Maria",1,7,100,1/24/13,1/3/15,0,7,2,1,1,SRES17,Finance,73,81,WA,,,,,,
113,336,14651,"Nelson, Clarence William (Bill)",1,8,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Finance,43,81,FL,,,,,,
113,336,29373,"Menendez, Robert",1,9,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Finance,12,81,NJ,,,,,,
113,336,15015,"Carper, Thomas Richard",1,10,100,1/24/13,1/3/15,0,5,2,1,1,SRES17,Finance,11,81,DE,,,,,,
113,336,15408,"Cardin, Benjamin L.",1,11,100,1/24/13,1/3/15,0,3,2,1,1,SRES17,Finance,52,81,MD,,,,,,
113,336,29389,"Brown, Sherrod",1,12,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Finance,24,81,OH,,,,,,
113,336,40910,"Bennet, Michael",1,13,100,1/24/13,1/3/15,0,1,2,1,1,SRES17,Finance,62,83,CO,,,,,,
