congress,chamber,bioguide_id,committee_code,rank,role
118,H,B001299,ZS,8,
118,H,B001299,AS02,1,Chairman
118,H,B001299,AS29,7,
118,H,B001299,ED02,5,
118,H,B001299,ED13,5,
118,H,B001307,AG,12,
118,H,B001307,FA,18,
118,H,B001307,SY,5,
118,H,B001307,AG03,4,
118,H,B001307,AG14,1,Chairman
118,H,B001307,AG29,5,
118,H,B001307,FA13,5,
118,H,B001307,FA16,4,
118,H,B001307,SY15,2,
118,H,B001307,SY20,3,
118,H,S000929,JU,9,
118,H,S000929,JU01,5,
118,H,S000929,JU05,4,
118,H,P000615,IF,16,
118,H,P000615,IF03,11,
118,H,P000615,IF14,10,
118,H,P000615,IF18,3,
118,H,C001072,IG,2,
118,H,C001072,PW,7,
118,H,C001072,ZS,3,
118,H,C001072,IG01,1,
118,H,C001072,PW05,3,
118,H,C001072,PW14,4,
118,H,B001275,IF,7,
118,H,B001275,IF03,6,
118,H,B001275,IF14,6,Vice Chair
118,H,B001275,IF17,2,
118,H,H001093,BA,28,
118,H,H001093,ED,24,
118,H,H001093,RU,7,
118,H,H001093,BA04,10,
118,H,H001093,BA16,13,
118,H,H001093,BA21,10,
118,H,H001093,ED02,12,
118,H,H001093,ED13,11,
118,H,H001093,RU04,2,Vice Chair
118,H,M000871,AG,13,
118,H,M000871,PW,19,
118,H,M000871,SM,7,
118,H,M000871,AG03,5,
118,H,M000871,AG22,6,
118,H,M000871,AG29,1,Chairman
118,H,M000871,PW05,11,
118,H,M000871,PW12,11,
118,H,M000871,PW14,10,
118,H,M000871,SM21,5,
118,H,M000871,SM22,2,
118,H,L000266,AP,28,
118,H,L000266,GO,13,
118,H,L000266,AP04,4,
118,H,L000266,AP07,8,
118,H,L000266,AP24,3,
118,H,L000266,GO06,8,
118,H,D000629,AG,8,
118,H,D000629,PW,16,
118,H,D000629,SM,10,
118,H,D000629,AG14,2,
118,H,D000629,AG16,2,
118,H,D000629,PW05,8,
118,H,D000629,PW13,3,
118,H,D000629,SM27,4,
118,H,E000298,BU,15,
118,H,E000298,EC,3,
118,H,E000298,ED,16,
118,H,E000298,WM,10,
118,H,E000298,WM01,4,
118,H,E000298,WM04,5,
118,H,E000298,WM05,6,
118,H,C001108,ED,9,
118,H,C001108,GO,1,Chair
118,H,C001108,ED02,6,
118,H,C001108,ED10,4,
118,H,G000558,IF,4,
118,H,G000558,IF02,3,
118,H,G000558,IF03,4,
118,H,G000558,IF14,1,Chairman
118,H,M001220,SM,7,
118,H,M001220,VR,7,
118,H,M001220,SM22,1,
118,H,M001220,SM23,2,
118,H,M001220,VR09,2,
118,H,M001220,VR10,3,
118,H,M001184,FD,3,
118,H,M001184,JU,6,
118,H,M001184,PW,4,
118,H,M001184,RU,4,
118,H,M001184,JU03,2,
118,H,M001184,JU05,1,Chairman
118,H,M001184,PW02,3,
118,H,M001184,PW05,3,
118,H,M001184,PW12,3,
118,H,M001184,RU04,4,
118,H,R000395,AP,2,
118,H,R000395,AP02,2,
118,H,R000395,AP04,2,
118,H,R000395,AP19,1,Chair
118,H,B001282,BA,8,
118,H,B001282,FA,10,
118,H,B001282,ZS,4,
118,H,B001282,BA10,2,
118,H,B001282,BA20,1,Chairman
118,H,B001282,FA05,4,
118,H,S001176,,,
118,H,C001125,HM,4,
118,H,C001125,PW,22,
118,H,C001125,HM08,2,
118,H,C001125,HM12,1,
118,H,C001125,PW02,14,
118,H,C001125,PW13,4,
118,H,C001125,PW14,3,
118,H,H001077,AS,30,
118,H,H001077,GO,9,
118,H,H001077,HM,3,
118,H,H001077,ZT,3,
118,H,H001077,AS28,10,
118,H,H001077,GO06,4,
118,H,H001077,GO24,3,
118,H,H001077,HM07,2,
118,H,H001077,HM11,1,Chairman
118,H,J000299,,,
118,H,L000595,AP,23,
118,H,L000595,ED,17,
118,H,L000595,AP01,5,
118,H,L000595,AP07,6,
118,H,L000595,AP10,7,
118,H,G000577,II,6,
118,H,G000577,PW,7,
118,H,G000577,II06,5,
118,H,G000577,II13,4,
118,H,G000577,PW05,1,Chairman
118,H,G000577,PW13,2,
118,H,N000015,IT,4,
118,H,N000015,WM,1,
118,H,M000312,AG,3,
118,H,M000312,RU,1,
118,H,M000312,AG03,2,
118,H,M000312,RU04,2,
118,H,T000482,IF,22,
118,H,T000482,IF14,12,
118,H,T000482,IF17,7,
118,H,A000148,PW,20,
118,H,A000148,ZS,8,
118,H,A000148,PW05,10,
118,H,A000148,PW07,4,
118,H,A000148,PW12,21,
118,H,C001101,,,
118,H,M001196,AS,6,
118,H,M001196,PW,19,
118,H,M001196,ZS,4,
118,H,M001196,AS29,1,
118,H,M001196,AS35,2,
118,H,M001196,PW02,13,
118,H,M001196,PW12,16,
118,H,M001196,PW14,2,
118,H,P000617,BA,16,
118,H,P000617,GO,21,
118,H,P000617,BA04,5,
118,H,P000617,BA20,10,
118,H,P000617,GO12,6,
118,H,P000617,GO27,7,
118,H,L000562,BA,6,
118,H,L000562,FD,2,
118,H,L000562,GO,3,
118,H,L000562,BA16,9,
118,H,L000562,BA21,1,
118,H,L000562,GO06,2,
118,H,L000562,GO12,3,
118,H,K000375,AS,9,
118,H,K000375,FA,4,
118,H,K000375,AS26,2,
118,H,K000375,AS35,3,
118,H,K000375,FA05,4,
118,H,K000375,FA14,1,
118,H,H001052,AP,12,
118,H,H001052,AP01,1,Chair
118,H,H001052,AP07,3,
118,H,H001052,AP15,3,
118,H,R000576,AP,7,
118,H,R000576,AP02,2,
118,H,R000576,AP19,3,
118,H,S001168,IF,7,
118,H,S001168,IF03,10,
118,H,S001168,IF14,2,
118,H,S001168,IF18,4,
118,H,I000058,HM,7,
118,H,I000058,JU,16,
118,H,I000058,SO,5,
118,H,I000058,ZT,5,
118,H,I000058,HM09,1,
118,H,I000058,JU03,7,
118,H,I000058,JU05,11,
118,H,I000058,JU13,2,
118,H,H000874,AP,2,
118,H,H000874,AP07,2,
118,H,H000874,AP23,1,
118,H,T000483,AP,24,
118,H,T000483,BU,11,
118,H,T000483,EC,8,
118,H,T000483,AP15,4,
118,H,T000483,AP19,4,
118,H,M000687,FA,23,
118,H,M000687,GO,7,
118,H,M000687,VC,3,
118,H,M000687,FA13,6,
118,H,M000687,GO12,4,
118,H,M000687,GO24,1,
118,H,R000606,GO,1,
118,H,P000597,AG,21,
118,H,P000597,AP,10,
118,H,P000597,AG15,4,
118,H,P000597,AG29,6,
118,H,P000597,AP01,2,
118,H,P000597,AP06,1,
118,H,P000597,AP18,5,
118,H,G000592,AS,14,
118,H,G000592,SM,2,
118,H,G000592,AS28,4,
118,H,G000592,AS35,5,
118,H,G000592,SM21,2,
118,H,G000592,SM24,3,
118,H,G000592,SM27,5,
118,H,B001301,AS,13,
118,H,B001301,BU,10,
118,H,B001301,VR,3,
118,H,B001301,AS02,3,
118,H,B001301,AS26,1,Chairman
118,H,B001301,AS28,4,
118,H,B001301,VR03,3,
118,H,B001301,VR08,3,
118,H,M001194,AP,16,
118,H,M001194,ZS,1,Chair
118,H,M001194,AP01,3,
118,H,M001194,AP07,5,
118,H,M001194,AP23,4,
118,H,S001221,PW,28,
118,H,S001221,SM,8,
118,H,S001221,PW02,8,
118,H,S001221,PW05,12,
118,H,S001221,PW07,6,
118,H,S001221,SM21,3,
118,H,S001221,SM23,1,
118,H,H001058,BA,6,
118,H,H001058,FA,14,
118,H,H001058,BA09,1,Chairman
118,H,H001058,BA16,4,
118,H,H001058,FA07,3,
118,H,H001058,FA14,5,
118,H,W000798,ED,4,
118,H,W000798,IF,9,
118,H,W000798,ED02,3,
118,H,W000798,IF03,7,
118,H,W000798,IF16,3,
118,H,W000798,IF17,3,Vice Chair
118,H,D000624,IF,13,
118,H,D000624,II,19,
118,H,D000624,VC,2,
118,H,D000624,IF14,5,
118,H,D000624,IF16,9,
118,H,D000624,IF17,3,
118,H,D000624,II06,7,
118,H,D000624,II13,8,
118,H,S001208,AG,9,
118,H,S001208,AS,11,
118,H,S001208,AG14,3,
118,H,S001208,AS26,3,
118,H,S001208,AS35,4,
118,H,K000380,BU,4,
118,H,K000380,WM,12,
118,H,K000380,WM01,2,
118,H,K000380,WM04,2,
118,H,M001136,AS,15,
118,H,M001136,BU,16,
118,H,M001136,ED,13,
118,H,M001136,GO,20,
118,H,M001136,AS25,6,
118,H,M001136,AS35,2,
118,H,M001136,ED14,4,
118,H,M001136,GO05,4,
118,H,M001136,GO27,1,Chairwoman
118,H,J000307,FA,25,
118,H,J000307,IF,28,
118,H,J000307,FA06,6,
118,H,J000307,FA07,6,
118,H,J000307,FA16,1,Chair
118,H,J000307,IF17,11,
118,H,J000307,IF18,12,
118,H,S001215,ED,16,
118,H,S001215,SY,3,
118,H,S001215,ZS,7,
118,H,S001215,ED10,3,
118,H,S001215,SY15,1,
118,H,T000481,BA,17,
118,H,T000481,GO,20,
118,H,T000481,BA04,3,
118,H,T000481,BA09,3,
118,H,T000481,GO24,10,
118,H,T000488,HM,5,
118,H,T000488,SM,6,
118,H,T000488,HM07,1,
118,H,T000488,HM09,2,
118,H,T000488,SM22,2,
118,H,T000488,SM23,4,
118,H,T000488,SM24,1,
118,H,F000475,AG,18,
118,H,F000475,AS,20,
118,H,F000475,AG03,1,Chairman
118,H,F000475,AG14,6,
118,H,F000475,AG16,8,
118,H,F000475,AS02,5,
118,H,F000475,AS03,5,
118,H,C001119,AG,23,
118,H,C001119,IF,20,
118,H,C001119,AG16,8,
118,H,C001119,AG22,9,
118,H,C001119,IF14,10,
118,H,C001119,IF16,7,
118,H,P000616,FA,10,
118,H,P000616,SM,3,
118,H,P000616,FA13,1,
118,H,P000616,SM22,4,
118,H,P000616,SM27,2,
118,H,M001143,AP,6,
118,H,M001143,AP02,1,
118,H,M001143,AP06,2,
118,H,O000173,BU,10,
118,H,O000173,ED,15,
118,H,O000173,ED02,9,
118,H,O000173,ED10,2,
118,H,E000294,BA,11,
118,H,E000294,BA16,6,
118,H,E000294,BA21,3,
118,H,F000470,BU,17,
118,H,F000470,RU,3,
118,H,F000470,SO,5,
118,H,F000470,WM,19,
118,H,F000470,RU02,1,Chair
118,H,F000470,WM04,10,
118,H,F000470,WM06,5,
118,H,S001212,II,12,
118,H,S001212,PW,14,
118,H,S001212,SM,3,
118,H,S001212,II06,1,Chairman
118,H,S001212,II10,5,
118,H,S001212,PW05,7,
118,H,S001212,PW12,6,
118,H,S001212,PW14,7,
118,H,S001212,SM21,3,
118,H,B001224,GO,10,
118,H,B001224,JU,15,
118,H,B001224,GO05,1,
118,H,B001224,GO06,6,
118,H,B001224,JU08,3,
118,H,B001224,JU10,4,
118,H,W000812,BA,7,
118,H,W000812,FA,6,
118,H,W000812,BA09,3,
118,H,W000812,BA16,1,Chairman
118,H,W000812,FA05,2,
118,H,W000812,FA14,4,
118,H,L000569,BA,5,
118,H,L000569,SM,2,
118,H,L000569,ZS,3,
118,H,L000569,BA04,3,
118,H,L000569,BA10,1,Chairman
118,H,L000569,BA20,3,
118,H,L000569,SM21,2,
118,H,L000569,SM27,2,
118,H,A000379,AG,26,
118,H,A000379,AS,26,
118,H,A000379,SM,10,
118,H,A000379,AG14,8,
118,H,A000379,AG16,14,
118,H,A000379,AG29,10,
118,H,A000379,AS02,7,
118,H,A000379,AS28,8,
118,H,A000379,SM24,2,
118,H,A000379,SM27,4,
118,H,C001061,BA,8,
118,H,C001061,BA04,1,
118,H,C001061,BA16,10,
118,H,G000546,AS,7,
118,H,G000546,PW,1,Chair
118,H,G000546,AS25,4,
118,H,B001316,ED,20,
118,H,B001316,GO,25,
118,H,B001316,PW,25,
118,H,B001316,ED02,10,
118,H,B001316,ED10,6,
118,H,B001316,GO12,7,
118,H,B001316,GO24,11,
118,H,B001316,GO27,8,
118,H,B001316,PW02,11,
118,H,B001316,PW12,17,
118,H,B001316,PW14,13,
118,H,S001195,IT,1,Vice Chair
118,H,S001195,WM,1,Chair
118,H,S001177,ED,4,
118,H,S001177,II,3,
118,H,S001177,ED13,9,
118,H,S001177,ED14,3,
118,H,S001177,II10,4,
118,H,S001177,II24,2,
118,H,K000388,AG,8,
118,H,K000388,AS,10,
118,H,K000388,IG,5,
118,H,K000388,AG15,2,
118,H,K000388,AG29,3,
118,H,K000388,AS26,4,
118,H,K000388,AS28,1,Chairman
118,H,K000388,IG01,3,
118,H,K000388,IG04,1,Chairman
118,H,T000193,HM,1,
118,H,G000591,AP,25,
118,H,G000591,HM,4,
118,H,G000591,SO,1,Chair
118,H,G000591,AP10,8,
118,H,G000591,AP15,7,
118,H,G000591,AP18,5,
118,H,G000591,HM11,2,
118,H,E000235,HM,12,
118,H,E000235,PW,30,
118,H,E000235,HM08,3,
118,H,E000235,HM09,3,
118,H,E000235,PW02,15,
118,H,E000235,PW07,6,
118,H,E000235,PW13,7,
118,H,Z000018,AP,26,
118,H,Z000018,FA,27,
118,H,Z000018,AP06,5,
118,H,Z000018,AP18,6,
118,H,Z000018,AP20,7,
118,H,Z000018,FA13,8,
118,H,R000103,II,16,
118,H,R000103,VR,5,
118,H,R000103,II06,10,
118,H,R000103,II15,2,
118,H,R000103,VR08,4,
118,H,R000103,VR11,1,Chairman
118,H,D000230,AG,13,
118,H,D000230,AS,22,
118,H,D000230,AG16,3,
118,H,D000230,AG22,2,
118,H,D000230,AG29,8,
118,H,D000230,AS02,6,
118,H,D000230,AS03,7,
118,H,R000305,JU,14,
118,H,R000305,SO,4,
118,H,R000305,SY,5,
118,H,R000305,VC,4,
118,H,R000305,JU01,5,
118,H,R000305,JU03,4,
118,H,R000305,SY18,1,
118,H,R000305,SY20,3,
118,H,M001210,HA,4,
118,H,M001210,JP,3,
118,H,M001210,VR,7,
118,H,M001210,WM,14,
118,H,M001210,HA06,3,
118,H,M001210,VR03,4,
118,H,M001210,WM02,5,
118,H,M001210,WM04,8,
118,H,F000477,PW,29,
118,H,F000477,SY,8,
118,H,F000477,PW12,8,
118,H,F000477,PW14,7,
118,H,F000477,SY20,6,
118,H,F000477,SY21,1,
118,H,F000450,ED,1,Chair
118,H,F000450,GO,5,
118,H,F000450,ED13,13,
118,H,F000450,GO06,3,
118,H,F000450,GO27,3,
118,H,M001135,ED,18,
118,H,M001135,FA,13,
118,H,M001135,ED02,10,
118,H,M001135,ED13,5,
118,H,M001135,FA06,4,
118,H,M001135,FA13,4,
118,H,R000603,AG,7,
118,H,R000603,PW,8,
118,H,R000603,AG16,4,
118,H,R000603,AG22,4,
118,H,R000603,PW02,1,Chairman
118,H,R000603,PW14,3,
118,H,B001311,FD,6,
118,H,B001311,HM,5,
118,H,B001311,JU,8,
118,H,B001311,HM05,2,
118,H,B001311,HM09,1,Chairman
118,H,B001311,JU05,3,
118,H,B001311,JU10,3,
118,H,H001067,IF,8,
118,H,H001067,IF14,7,
118,H,M001156,BA,1,Chair
118,H,E000246,AP,34,
118,H,E000246,BU,20,
118,H,E000246,AP04,7,
118,H,E000246,AP06,7,
118,H,E000246,AP07,10,
118,H,E000246,AP23,8,
118,H,A000370,AG,4,
118,H,A000370,ED,8,
118,H,A000370,AG03,3,
118,H,A000370,AG16,9,
118,H,A000370,ED10,1,
118,H,A000370,ED13,11,
118,H,N000194,BA,21,
118,H,N000194,BA10,3,
118,H,N000194,BA16,8,
118,H,N000194,BA21,8,
118,H,J000308,AS,18,
118,H,J000308,SY,10,
118,H,J000308,AS25,7,
118,H,J000308,AS26,5,
118,H,J000308,SY16,2,
118,H,J000308,SY21,3,
118,H,F000474,BA,24,
118,H,F000474,BA04,7,
118,H,F000474,BA21,9,
118,H,B001298,AG,9,
118,H,B001298,AS,11,
118,H,B001298,AG22,5,
118,H,B001298,AG29,4,
118,H,B001298,AS25,5,
118,H,B001298,AS29,6,
118,H,B001298,AS35,1,Chairman
118,H,S001172,IT,3,
118,H,S001172,WM,3,
118,H,S001172,WM02,2,
118,H,S001172,WM03,7,
118,H,S001172,WM04,1,Chairman
118,H,P000614,PW,18,
118,H,P000614,SM,11,
118,H,P000614,VR,4,
118,H,P000614,PW02,12,
118,H,P000614,PW07,3,
118,H,P000614,PW12,3,
118,H,P000614,SM22,3,
118,H,P000614,VR08,2,
118,H,P000614,VR09,1,
118,H,K000382,IF,15,
118,H,K000382,IF03,7,
118,H,K000382,IF14,6,
118,H,K000382,IF16,10,
118,H,N000188,AS,4,
118,H,N000188,ED,10,
118,H,N000188,AS25,1,
118,H,N000188,AS28,3,
118,H,N000188,AS29,3,
118,H,N000188,ED02,3,
118,H,N000188,ED14,8,
118,H,V000133,JU,14,
118,H,V000133,PW,17,
118,H,V000133,JU01,6,
118,H,V000133,JU05,9,
118,H,V000133,JU13,2,
118,H,V000133,PW05,10,
118,H,V000133,PW07,5,
118,H,V000133,PW12,9,
118,H,S000522,FA,2,
118,H,S000522,FA06,1,Chair
118,H,S000522,FA16,2,
118,H,G000583,BA,13,
118,H,G000583,IG,8,
118,H,G000583,BA10,7,
118,H,G000583,BA16,5,
118,H,G000583,BA21,3,
118,H,G000583,IG02,1,
118,H,G000583,IG06,3,
118,H,P000034,IF,1,
118,H,K000398,FA,20,
118,H,K000398,PW,23,
118,H,K000398,SY,20,
118,H,K000398,FA14,1,Chair
118,H,K000398,FA16,5,
118,H,K000398,PW05,15,
118,H,K000398,PW12,15,
118,H,K000398,PW14,12,
118,H,K000398,SY15,7,
118,H,K000398,SY20,8,
118,H,M001226,HM,11,
118,H,M001226,PW,25,
118,H,M001226,HM08,3,
118,H,M001226,PW05,15,
118,H,M001226,PW12,6,
118,H,M001226,PW14,13,
118,H,M001229,HM,14,
118,H,M001229,SM,12,
118,H,M001229,HM08,4,
118,H,M001229,HM11,5,
118,H,M001229,SM23,5,
118,H,M001229,SM24,4,
118,H,S001207,AS,12,
118,H,S001207,ZS,6,
118,H,S001207,AS03,2,
118,H,S001207,AS25,5,
118,H,W000822,AP,18,
118,H,W000822,AP07,6,
118,H,W000822,AP20,2,
118,H,S001218,GO,12,
118,H,S001218,II,10,
118,H,S001218,GO05,3,
118,H,S001218,GO24,6,
118,H,S001218,II15,1,
118,H,V000136,AG,17,
118,H,V000136,AS,19,
118,H,V000136,AG14,7,
118,H,V000136,AG15,3,
118,H,V000136,AS03,5,
118,H,V000136,AS29,7,
118,H,L000273,ED,17,
118,H,L000273,II,9,
118,H,L000273,RU,4,
118,H,L000273,ED13,4,
118,H,L000273,II10,6,
118,H,L000273,II24,1,
118,H,L000273,RU02,1,
118,H,T000468,FA,7,
118,H,T000468,PW,8,
118,H,T000468,FA14,2,
118,H,T000468,FA17,2,
118,H,T000468,PW05,13,
118,H,T000468,PW12,19,
118,H,T000468,PW13,1,
118,H,A000369,AP,13,
118,H,A000369,AP06,2,
118,H,A000369,AP15,1,Chair
118,H,A000369,AP23,3,
118,H,L000590,AP,26,
118,H,L000590,II,20,
118,H,L000590,AP10,3,
118,H,L000590,AP18,3,
118,H,L000590,II06,10,
118,H,L000590,II15,4,
118,H,H001066,AS,25,
118,H,H001066,WM,18,
118,H,H001066,AS02,8,
118,H,H001066,AS25,8,
118,H,H001066,WM01,5,
118,H,H001066,WM02,8,
118,H,L000598,AS,24,
118,H,L000598,HM,11,
118,H,L000598,SM,14,
118,H,L000598,AS28,9,
118,H,L000598,AS35,7,
118,H,L000598,HM07,3,
118,H,L000598,HM12,2,
118,H,L000598,SM23,1,Chairman
118,H,L000598,SM27,5,
118,H,G000597,BA,22,
118,H,G000597,HM,8,
118,H,G000597,SO,4,
118,H,G000597,BA04,6,
118,H,G000597,BA16,10,Vice Chairman
118,H,G000597,HM08,1,Chairman
118,H,S001201,BU,15,
118,H,S001201,HM,12,
118,H,S001201,HM05,4,
118,H,S001201,HM11,4,
118,H,D000632,HA,8,
118,H,D000632,HM,13,
118,H,D000632,PW,24,
118,H,D000632,HA06,4,
118,H,D000632,HA08,4,
118,H,D000632,HM05,4,
118,H,D000632,HM12,1,Chairman
118,H,D000632,PW05,16,
118,H,D000632,PW12,16,
118,H,D000632,PW13,5,
118,H,M001137,BA,4,
118,H,M001137,FA,1,
118,H,M001137,BA16,2,
118,H,M001137,BA20,4,
118,H,M001188,AP,14,
118,H,M001188,AP04,2,
118,H,M001188,AP19,2,
118,H,V000081,BA,2,
118,H,V000081,II,17,
118,H,V000081,SM,1,
118,H,V000081,BA04,2,
118,H,V000081,BA20,2,
118,H,V000081,II06,6,
118,H,V000081,II24,4,
118,H,J000294,,,
118,H,C001067,HM,15,
118,H,C001067,IF,9,
118,H,C001067,HM09,4,
118,H,C001067,IF16,2,
118,H,C001067,IF17,8,
118,H,C001067,IF18,5,
118,H,G000599,FD,8,
118,H,G000599,GO,18,
118,H,G000599,HM,8,
118,H,G000599,GO06,3,
118,H,G000599,HM05,3,
118,H,G000599,HM12,2,
118,H,M000317,EC,6,
118,H,M000317,VC,2,
118,H,M000317,WM,24,
118,H,M000317,WM05,11,
118,H,M000317,WM06,8,
118,H,N000002,JU,1,
118,H,E000297,AP,21,
118,H,E000297,BU,14,
118,H,E000297,AP20,5,
118,H,E000297,AP24,1,
118,H,O000172,GO,8,
118,H,O000172,II,12,
118,H,O000172,GO27,2,
118,H,O000172,II06,1,
118,H,T000486,BA,18,
118,H,T000486,ZS,9,
118,H,T000486,BA04,4,
118,H,T000486,BA21,4,
118,H,B001223,ED,20,
118,H,B001223,SY,4,
118,H,B001223,ED14,5,
118,H,B001223,SY16,4,
118,H,B001223,SY20,1,
118,H,L000599,BA,25,
118,H,L000599,FA,21,
118,H,L000599,BA04,8,
118,H,L000599,BA16,11,
118,H,L000599,FA13,6,
118,H,L000599,FA14,6,
118,H,R000579,AS,17,
118,H,R000579,PW,23,
118,H,R000579,AS25,6,
118,H,R000579,AS35,6,
118,H,R000579,PW02,6,
118,H,R000579,PW12,5,
118,H,M001221,AG,21,
118,H,M001221,PW,28,
118,H,M001221,SM,9,
118,H,M001221,AG03,7,
118,H,M001221,AG22,8,
118,H,M001221,AG29,9,
118,H,M001221,PW05,17,
118,H,M001221,PW12,20,
118,H,M001221,PW14,15,
118,H,M001221,SM22,1,Chairman
118,H,M001221,SM23,4,
118,H,T000469,IF,8,
118,H,T000469,SY,18,
118,H,T000469,IF02,4,
118,H,T000469,IF03,5,
118,H,T000469,IF18,1,
118,H,S001196,AS,8,
118,H,S001196,ED,6,
118,H,S001196,FD,4,
118,H,S001196,IG,4,
118,H,S001196,AS02,2,
118,H,S001196,AS26,3,
118,H,S001196,AS29,4,
118,H,S001196,ED10,3,
118,H,S001196,ED13,4,
118,H,S001196,IG01,2,
118,H,W000828,ED,23,
118,H,W000828,PW,27,
118,H,W000828,SY,19,
118,H,W000828,ED13,10,
118,H,W000828,ED14,9,
118,H,W000828,PW02,13,
118,H,W000828,PW12,19,
118,H,W000828,PW14,14,
118,H,W000828,SY15,6,
118,H,W000828,SY20,1,Chairman
118,H,L000600,AG,23,
118,H,L000600,GO,24,
118,H,L000600,RU,8,
118,H,L000600,AG03,9,
118,H,L000600,AG22,9,
118,H,L000600,GO05,8,
118,H,L000600,GO12,6,
118,H,L000600,GO27,7,
118,H,L000600,RU02,5,
118,H,T000478,SY,13,
118,H,T000478,WM,18,
118,H,T000478,SY20,6,
118,H,T000478,WM02,9,
118,H,T000478,WM03,8,
118,H,T000478,WM06,4,
118,H,M001206,AP,27,
118,H,M001206,HA,1,
118,H,M001206,JL,4,
118,H,M001206,JP,4,
118,H,M001206,AP10,5,
118,H,M001206,AP19,5,
118,H,M001206,HA27,2,
118,H,K000402,HM,13,
118,H,K000402,VR,11,
118,H,K000402,HM07,3,
118,H,K000402,HM12,3,
118,H,K000402,VR08,3,
118,H,K000402,VR11,2,
118,H,L000601,SM,4,
118,H,L000601,VR,9,
118,H,L000601,SM21,4,
118,H,L000601,SM27,1,
118,H,L000601,VR03,3,
118,H,L000601,VR09,4,
118,H,W000815,IG,2,
118,H,W000815,VC,1,Chair
118,H,W000815,WM,7,
118,H,W000815,IG04,2,
118,H,W000815,IG09,1,Chairman
118,H,W000815,WM02,4,
118,H,W000815,WM03,2,
118,H,B001281,BA,11,
118,H,B001281,BA10,1,
118,H,B001281,BA20,7,
118,H,J000289,FD,1,Chair
118,H,J000289,GO,2,
118,H,J000289,JU,1,Chair
118,H,L000566,IF,3,
118,H,L000566,IF03,3,
118,H,L000566,IF14,3,
118,H,L000566,IF16,1,Chairman
118,H,R000619,ED,25,
118,H,R000619,JU,23,
118,H,R000619,ED13,12,
118,H,R000619,ED14,10,
118,H,M001222,AG,29,
118,H,M001222,SY,16,
118,H,M001222,AG03,11,
118,H,M001222,AG22,12,
118,H,M001222,SY18,1,Chairman
118,H,M001222,SY20,7,
118,H,M001222,SY21,3,
118,H,D000626,BA,14,
118,H,D000626,FA,17,
118,H,D000626,FD,9,
118,H,D000626,BA04,1,Chairman
118,H,D000626,BA21,4,Vice Chairman
118,H,D000626,FA05,6,
118,H,D000626,FA07,4,
118,H,K000009,AP,3,
118,H,K000009,AP01,4,
118,H,K000009,AP02,3,
118,H,K000009,AP10,1,
118,H,T000463,AS,3,
118,H,T000463,GO,3,
118,H,T000463,IG,1,Chair
118,H,T000463,AS25,2,
118,H,T000463,AS29,3,
118,H,B001313,AG,7,
118,H,B001313,GO,11,
118,H,B001313,ZS,10,
118,H,B001313,AG03,8,
118,H,B001313,AG16,1,
118,H,B001313,GO05,2,
118,H,B001306,IF,21,
118,H,B001306,IF03,14,
118,H,B001306,IF14,13,
118,H,B001306,IF18,8,
118,H,S001223,PW,27,
118,H,S001223,SY,11,
118,H,S001223,PW02,3,
118,H,S001223,PW12,17,
118,H,S001223,SY15,4,
118,H,J000295,AP,11,
118,H,J000295,SO,2,
118,H,J000295,ZT,2,
118,H,J000295,AP02,7,
118,H,J000295,AP20,9,
118,H,J000295,AP23,1,Chair
118,H,C001126,HA,6,
118,H,C001126,JL,3,
118,H,C001126,WM,25,
118,H,C001126,HA27,2,
118,H,C001126,WM01,2,
118,H,C001126,WM03,3,
118,H,H001082,WM,12,
118,H,H001082,WM02,6,
118,H,H001082,WM05,5,
118,H,B001317,BU,19,
118,H,B001317,HM,17,
118,H,B001317,HM11,6,
118,H,B001317,HM12,4,
118,H,L000491,AG,2,
118,H,L000491,BA,2,
118,H,L000491,SY,1,Chair
118,H,L000491,AG14,2,
118,H,L000491,AG22,2,
118,H,L000491,BA16,2,
118,H,L000491,BA21,2,
118,H,C001053,AP,1,Chair
118,H,B000740,AP,30,
118,H,B000740,HA,5,
118,H,B000740,SY,8,
118,H,B000740,AP10,9,
118,H,B000740,AP18,7,
118,H,B000740,AP24,4,
118,H,B000740,HA08,3,
118,H,B000740,HA27,1,Chairwoman
118,H,B000740,SY20,4,
118,H,B001278,ED,6,
118,H,B001278,SY,2,
118,H,B001278,ED13,10,
118,H,B001278,ED14,1,
118,H,B001278,SY15,5,
118,H,B001278,SY18,2,
118,H,B000668,II,18,
118,H,B000668,JU,11,
118,H,B000668,II10,7,
118,H,B000668,II13,1,Chairman
118,H,B000668,JU03,4,
118,H,B000668,JU05,6,
118,H,B000574,BU,3,
118,H,B000574,WM,5,
118,H,B000574,WM02,3,
118,H,B000574,WM04,1,
118,H,H001094,II,14,
118,H,H001094,PW,26,
118,H,H001094,II13,6,
118,H,H001094,PW02,7,
118,H,H001094,PW12,7,
118,H,C001135,AG,28,
118,H,C001135,ED,22,
118,H,C001135,PW,22,
118,H,C001135,AG15,5,
118,H,C001135,AG22,11,
118,H,C001135,ED02,11,
118,H,C001135,ED13,9,
118,H,C001135,PW05,14,
118,H,C001135,PW12,14,
118,H,C001135,PW13,4,
118,H,S001226,AG,11,
118,H,S001226,SY,7,
118,H,S001226,AG03,9,
118,H,S001226,AG15,1,
118,H,S001226,AG22,4,
118,H,S001226,SY15,2,
118,H,S001226,SY20,5,
118,H,F000466,IG,7,
118,H,F000466,WM,16,
