congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.057,0.4,-82.40179,0.85319,519,42,,-0.051,0.532
115,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.486,-0.124,-95.49417,0.83194,519,43,,-0.348,-0.209
115,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.643,-0.144,-36.65346,0.93169,518,18,,0.637,-0.166
115,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.54,0.193,-36.68182,0.93201,521,14,,0.6,0.267
115,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,2021.0,0.545,0.199,-38.22236,0.92939,522,20,,0.593,0.225
116,President,99912,99,0.0,USA,200,0,0,"TRUMP, Donald John",,1946,,0.403,0.162,,,,,,,
116,House,20301,41,3.0,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.379,0.38,-160.24617,0.81057,763,67,,0.52,0.388
116,House,21102,41,7.0,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.402,0.394,-28.08847,0.96503,789,12,,-0.43,0.384
116,House,21192,41,2.0,AL,200,,,"ROBY, Martha",R000591,1976,,0.362,0.658,-90.42097,0.88244,723,31,,0.346,0.672
116,House,21193,41,5.0,AL,200,,,"BROOKS, Mo",B001274,1954,,0.652,-0.417,-140.71682,0.83962,805,57,,0.772,-0.337
116,House,21376,41,1.0,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.61,0.25,-107.81607,0.85611,694,42,,0.702,0.194
116,House,21500,41,6.0,AL,200,,,"PALMER, Gary James",P000609,1954,,0.674,0.116,-96.84763,0.88435,788,39,,0.669,0.085
116,House,29701,41,4.0,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.405,0.469,-113.89618,0.86031,757,45,,0.449,0.499
116,House,14066,81,1.0,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,2022.0,0.283,0.022,-225.61247,0.74545,768,84,,0.336,0.085
116,House,21995,93,0.0,AS,200,,,"RADEWAGEN, Aumua Amata Coleman",R000600,1947,,0.327,0.195,-16.02777,0.76557,60,7,,0.413,0.014
116,House,20305,61,3.0,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.264,-23.04466,0.97052,770,9,,-0.594,-0.543
116,House,20902,61,2.0,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.169,-0.01,-45.98655,0.93762,714,18,,-0.369,0.401
116,House,21103,61,4.0,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.704,-0.522,-105.00767,0.87,754,32,,0.919,-0.395
116,House,21105,61,6.0,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.552,-0.221,-196.38085,0.78447,809,84,,0.521,-0.312
116,House,21502,61,7.0,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.358,0.141,-24.64065,0.96959,798,10,,-0.431,0.046
116,House,21705,61,5.0,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.818,-0.575,-96.2597,0.88583,794,33,,1.0,-0.03
116,House,21739,61,1.0,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.198,0.18,-43.50479,0.94701,799,16,,-0.333,0.404
116,House,21757,61,8.0,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.616,-0.104,-111.06593,0.86931,793,53,,0.591,0.019
116,House,21968,61,9.0,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.278,0.263,-31.96646,0.96126,809,9,,-0.313,-0.042
116,House,21106,42,1.0,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.461,0.307,-80.934,0.89719,746,31,,0.508,0.518
116,House,21108,42,3.0,AR,200,,,"WOMACK, Steve",W000809,1957,,0.347,0.636,-70.6122,0.91661,811,28,,0.382,0.599
116,House,21503,42,2.0,AR,200,,,"HILL, French",H001072,1956,,0.435,0.278,-92.1637,0.89182,805,34,,0.421,0.337
116,House,21563,42,4.0,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.543,0.26,-77.93989,0.90673,796,31,,0.557,0.395
116,House,15448,71,12.0,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.489,-0.178,-1.07696,0.98429,68,0,,-0.399,0.23
116,House,20104,71,28.0,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.352,-0.119,-14.84631,0.98182,809,4,,-0.427,-0.005
116,House,20108,71,53.0,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-15.76482,0.98049,800,4,,-0.341,-0.007
116,House,20307,71,22.0,CA,200,,,"NUNES, Devin",N000181,1973,,0.45,0.223,-81.10016,0.90371,801,30,,0.462,0.366
116,House,20310,71,38.0,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.507,-0.131,-13.15423,0.98342,787,5,,-0.523,-0.037
116,House,20501,71,16.0,CA,100,,,"COSTA, Jim",C001059,1952,,-0.199,0.449,-94.08609,0.88931,802,28,,-0.373,0.757
116,House,20538,71,6.0,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.433,-0.144,-27.96084,0.96582,804,9,,-0.42,0.083
116,House,20702,71,9.0,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.263,-0.159,-19.97492,0.97494,787,8,,-0.428,-0.167
116,House,20703,71,23.0,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.453,0.233,-93.5791,0.88816,789,41,,0.424,0.371
116,House,20762,71,14.0,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.41,-40.95259,0.9484,773,9,,-0.316,-0.227
116,House,20903,71,4.0,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.67,-0.363,-162.63018,0.81416,791,80,,0.645,-0.386
116,House,20955,71,27.0,CA,100,,,"CHU, Judy",C001080,1953,,-0.48,-0.373,-16.10086,0.98029,809,6,,-0.437,-0.42
116,House,20958,71,3.0,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.314,-0.098,-31.64474,0.96107,797,9,,-0.303,-0.032
116,House,20963,71,50.0,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1
116,House,21110,71,37.0,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-16.74924,0.97843,768,8,,-0.572,-0.369
116,House,21302,71,1.0,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.542,0.007,-124.1136,0.85393,786,49,,0.507,0.083
116,House,21303,71,2.0,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.432,-0.512,-28.07935,0.96486,785,10,,-0.428,-0.684
116,House,21304,71,7.0,CA,100,,,"BERA, Ami",B001287,1965,,-0.246,0.008,-28.73149,0.96515,810,11,,-0.363,0.303
116,House,21305,71,8.0,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-106.11394,0.87064,766,43,,0.323,0.37
116,House,21306,71,15.0,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.355,-0.05,-21.82341,0.96574,626,7,,-0.521,0.264
116,House,21308,71,26.0,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.305,0.049,-29.91515,0.96321,798,12,,-0.369,0.216
116,House,21309,71,29.0,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.39,-0.046,-29.34938,0.9627,772,14,,-0.45,0.043
116,House,21311,71,36.0,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.262,0.047,-40.45032,0.95135,811,17,,-0.392,0.219
116,House,21312,71,41.0,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.456,-0.331,-18.63853,0.97686,796,7,,-0.408,-0.353
116,House,21313,71,47.0,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-16.31742,0.98003,809,4,,-0.482,-0.52
116,House,21314,71,51.0,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.4,0.02,-30.60165,0.9621,792,11,,-0.554,-0.187
116,House,21315,71,52.0,CA,100,,,"PETERS, Scott",P000608,1958,,-0.193,-0.036,-61.03723,0.92574,791,24,,-0.227,0.179
116,House,21504,71,11.0,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.512,-0.361,-16.17463,0.98003,802,7,,-0.453,-0.608
116,House,21506,71,31.0,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.326,0.142,-47.5804,0.94254,804,19,,-0.443,0.395
116,House,21507,71,33.0,CA,100,,,"LIEU, Ted",L000582,1969,,-0.373,-0.201,-26.26945,0.96663,774,9,,-0.592,-0.169
116,House,21508,71,35.0,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.364,0.071,-32.97269,0.95962,800,11,,-0.395,0.075
116,House,21703,71,44.0,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.5,-0.12,-20.40335,0.97476,798,11,,-0.492,-0.486
116,House,21709,71,24.0,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.325,0.1,-16.43689,0.97994,811,4,,-0.357,0.077
116,House,21711,71,46.0,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.284,0.171,-56.43514,0.93172,798,26,,-0.341,0.169
116,House,21728,71,17.0,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.456,-0.293,-39.99241,0.95177,809,14,,-0.323,-0.665
116,House,21740,71,20.0,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.283,0.188,-34.69639,0.95812,811,14,,-0.306,0.238
116,House,21754,71,34.0,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.526,-0.246,-28.57358,0.96508,804,11,,-0.416,-0.569
116,House,21907,71,39.0,CA,100,,,"CISNEROS, Gil",C001123,1971,,-0.473,0.644,-52.07638,0.93758,808,21,,-0.376,0.575
116,House,21909,71,21.0,CA,100,,,"COX, TJ",C001124,1963,,-0.343,0.478,-48.50115,0.94117,800,14,,-0.344,0.479
116,House,21930,71,10.0,CA,100,,,"HARDER, Josh",H001090,1986,,-0.3,0.448,-65.49744,0.92177,804,22,,-0.386,0.763
116,House,21932,71,25.0,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113
116,House,21939,71,49.0,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.319,0.161,-21.74262,0.97355,811,7,,-0.353,0.124
116,House,21954,71,45.0,CA,100,,,"PORTER, Katie",P000618,1974,,-0.236,-0.332,-132.32742,0.8472,798,40,,-0.179,0.016
116,House,21960,71,48.0,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.336,0.559,-42.41024,0.94792,793,11,,-0.336,0.56
116,House,21988,71,25.0,CA,200,,,"GARCIA, Mike",G000061,1976,,0.356,0.097,-15.14211,0.88237,121,6,,0.386,0.447
116,House,29106,71,43.0,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.094,-55.78264,0.93289,803,19,,-0.589,0.367
116,House,29312,71,18.0,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.379,-0.372,-12.91469,0.98376,789,5,,-0.395,-0.213
116,House,29317,71,40.0,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-15.44375,0.98076,795,5,,-0.399,-0.107
116,House,29323,71,42.0,CA,200,,,"CALVERT, Ken",C000059,1953,,0.339,0.278,-79.70463,0.90426,792,24,,0.321,0.524
116,House,29504,71,19.0,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.397,-0.402,-33.06882,0.95895,789,11,,-0.461,-0.466
116,House,29707,71,30.0,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.344,-0.138,-20.91827,0.97406,796,11,,-0.454,0.067
116,House,29778,71,13.0,CA,100,,,"LEE, Barbara",L000551,1946,,-0.676,-0.582,-25.69659,0.96847,802,11,,-0.545,-0.828
116,House,29901,71,5.0,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.392,0.071,-36.95843,0.95452,794,18,,-0.441,0.414
116,House,29903,71,32.0,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-18.33875,0.97742,803,9,,-0.479,-0.253
116,House,20704,62,5.0,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.665,0.257,-72.82798,0.91151,786,30,,0.636,0.236
116,House,20705,62,7.0,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-29.08088,0.96294,770,10,,-0.301,-0.033
116,House,21111,62,3.0,CO,200,,,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-127.84774,0.85366,808,51,,0.445,-0.0
116,House,21510,62,4.0,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.655,-0.432,-118.26714,0.84676,711,44,,0.73,-0.418
116,House,21912,62,6.0,CO,100,,,"CROW, Jason",C001121,1979,,-0.365,0.213,-74.01198,0.91268,810,28,,-0.273,0.408
116,House,21948,62,2.0,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.434,-0.108,-21.6542,0.97359,809,10,,-0.466,-0.463
116,House,29710,62,1.0,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-18.22306,0.97751,801,8,,-0.4,-0.356
116,House,20706,1,2.0,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.337,0.042,-21.98492,0.97322,810,5,,-0.36,0.014
116,House,20907,1,4.0,CT,100,,,"HIMES, James A.",H001047,1966,,-0.241,-0.207,-41.24979,0.94968,799,16,,-0.32,0.131
116,House,21931,1,5.0,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.339,-0.041,-21.14142,0.97319,778,6,,-0.372,-0.031
116,House,29109,1,3.0,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.107,-19.40454,0.97561,786,7,,-0.378,-0.042
116,House,29908,1,1.0,CT,100,,,"LARSON, John B.",L000557,1948,,-0.396,-0.039,-17.3747,0.97852,800,6,,-0.347,0.01
116,House,21706,11,1.0,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.386,-0.12,-14.70408,0.98197,808,4,,-0.399,-0.103
116,House,21993,55,0.0,DC,100,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.491,-0.114,-12.47486,0.94363,215,5,,-0.301,0.113
116,House,20316,43,25.0,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.162,-133.04602,0.8459,795,48,,0.288,0.2
116,House,20504,43,23.0,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.413,0.104,-26.01404,0.96761,790,8,,-0.356,0.108
116,House,20708,43,14.0,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.437,0.072,-16.94756,0.97924,808,5,,-0.417,-0.065
116,House,20709,43,16.0,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.361,-0.08,-142.32704,0.83321,780,59,,0.342,0.003
116,House,20758,43,12.0,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.423,-0.03,-126.5148,0.85063,782,56,,0.406,0.003
116,House,20909,43,8.0,FL,200,,,"POSEY, Bill",P000599,1947,,0.533,-0.353,-182.59337,0.79479,795,83,,0.538,-0.344
116,House,20959,43,22.0,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-19.78731,0.97511,785,5,,-0.394,0.062
116,House,21116,43,11.0,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.524,-0.076,-159.2629,0.8105,758,84,,0.56,-0.155
116,House,21118,43,24.0,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.476,-0.004,-12.54499,0.98305,734,4,,-0.538,0.027
116,House,21317,43,3.0,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-131.16793,0.83387,722,57,,0.715,-0.336
116,House,21321,43,21.0,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.396,-0.022,-21.89905,0.97203,772,9,,-0.345,-0.022
116,House,21712,43,13.0,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.227,0.079,-33.59071,0.95933,809,15,,-0.29,0.282
116,House,21713,43,10.0,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.322,-0.006,-20.74385,0.97462,807,6,,-0.314,0.09
116,House,21714,43,2.0,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.508,0.334,-123.98963,0.84818,753,56,,0.547,0.173
116,House,21719,43,1.0,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.593,-0.643,-201.9849,0.753,712,96,,0.593,-0.64
116,House,21732,43,5.0,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.26,0.076,-35.0294,0.95647,787,15,,-0.262,0.073
116,House,21735,43,18.0,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.461,-0.333,-210.88913,0.76203,776,101,,0.455,-0.369
116,House,21738,43,7.0,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.161,0.123,-85.71652,0.89935,808,32,,-0.177,0.246
116,House,21742,43,19.0,FL,200,,,"ROONEY, Francis",R000607,1953,,0.501,-0.494,-268.86408,0.60612,537,133,,0.486,-0.634
116,House,21744,43,4.0,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.434,0.066,-165.96732,0.80856,781,77,,0.416,0.033
116,House,21746,43,9.0,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.343,0.202,-21.90519,0.97299,800,6,,-0.363,0.008
116,House,21947,43,26.0,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.345,0.332,-34.25115,0.9584,806,20,,-0.345,0.333
116,House,21963,43,27.0,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.352,0.021,-17.13918,0.97901,808,6,,-0.351,0.018
116,House,21967,43,15.0,FL,200,,,"SPANO, Ross",S001210,1966,,0.462,0.009,-113.84357,0.86564,789,39,,0.462,0.003
116,House,21971,43,17.0,FL,200,,,"STEUBE, William",S001214,1978,,0.69,-0.352,-129.82997,0.84721,783,55,,0.66,-0.34
116,House,21981,43,6.0,FL,200,,,"WALTZ, Michael",W000823,1974,,0.452,-0.113,-154.61425,0.81657,763,73,,0.411,-0.147
116,House,29337,43,20.0,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-14.78068,0.97652,622,4,,-0.54,0.212
116,House,15431,44,5.0,GA,100,,,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-11.00536,0.98252,624,5,,-0.449,-0.132
116,House,20321,44,13.0,GA,100,,,"SCOTT, David",S001157,1945,,-0.305,0.165,-23.37286,0.97131,803,5,,-0.361,0.123
116,House,20712,44,4.0,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.478,-0.056,-36.10394,0.95603,803,10,,-0.461,-0.075
116,House,20962,44,14.0,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-113.96483,0.85361,720,41,,0.664,0.143
116,House,21122,44,7.0,GA,200,,,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-143.25698,0.83623,801,64,,0.501,0.112
116,House,21123,44,8.0,GA,200,,,"SCOTT, Austin",S001189,1969,,0.539,0.358,-94.64624,0.88682,788,33,,0.56,0.353
116,House,21323,44,9.0,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.134,-81.58804,0.89601,743,31,,0.595,0.303
116,House,21513,44,1.0,GA,200,,,"CARTER, Buddy",C001103,1957,,0.559,0.343,-100.69758,0.88145,798,38,,0.596,0.179
116,House,21514,44,10.0,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-82.05851,0.89803,763,32,,0.856,-0.087
116,House,21515,44,11.0,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.679,0.036,-80.43047,0.89131,699,31,,0.715,0.133
116,House,21516,44,12.0,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.69,0.274,-91.74662,0.8919,802,38,,0.756,0.355
116,House,21717,44,3.0,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1966,,0.585,0.251,-124.56347,0.85481,794,52,,0.655,0.165
116,House,21944,44,6.0,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.371,0.314,-78.84302,0.90714,809,27,,-0.249,0.354
116,House,21991,44,5.0,GA,100,,,"HALL, Kwanza",H001092,1971,,,,,,,,,-0.392,0.628
116,House,29339,44,2.0,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.289,0.447,-55.92225,0.93199,794,28,,-0.338,0.281
116,House,21997,94,0.0,GU,100,,,"SAN NICOLAS, Michael",S001204,1981,,-0.41,-0.52,-0.92032,0.99189,113,0,,-0.407,-0.494
116,House,20322,82,1.0,HI,100,,,"CASE, Ed",C001055,1952,,-0.205,-0.081,-51.85095,0.93777,807,17,,-0.195,0.01
116,House,21324,82,2.0,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-39.27084,0.92793,525,14,,-0.258,-0.641
116,House,21920,63,1.0,ID,200,,,"FULCHER, Russell",F000469,1962,,0.648,-0.096,-101.04628,0.88148,801,38,,0.628,0.036
116,House,29910,63,2.0,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.296,0.314,-179.0531,0.793,772,66,,0.332,0.282
116,House,20508,21,3.0,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-109.5829,0.87002,787,33,,-0.146,0.05
116,House,20749,21,11.0,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.238,-0.224,-25.7011,0.96831,798,5,,-0.414,0.107
116,House,20954,21,5.0,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.325,-0.226,-19.03346,0.97634,795,6,,-0.387,-0.087
116,House,21128,21,16.0,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-146.30003,0.82427,757,59,,0.297,0.211
116,House,21326,21,10.0,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.197,-0.12,-32.74898,0.96018,806,8,,-0.295,0.024
116,House,21328,21,13.0,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-127.61099,0.85066,789,47,,0.234,0.341
116,House,21329,21,17.0,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-27.8776,0.96617,810,8,,-0.299,0.196
116,House,21371,21,2.0,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.473,-0.024,-23.56084,0.97126,808,10,,-0.445,0.029
116,House,21519,21,12.0,IL,200,,,"BOST, Mike",B001295,1960,,0.401,-0.046,-116.23408,0.85224,727,47,,0.292,0.453
116,House,21562,21,18.0,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.461,0.221,-92.33543,0.88782,776,36,,0.473,0.284
116,House,21730,21,8.0,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.347,-0.015,-32.28833,0.96083,808,12,,-0.359,0.152
116,House,21906,21,6.0,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.634,0.421,-40.94658,0.95071,810,12,,-0.402,0.253
116,House,21921,21,4.0,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.432,-0.88,-27.81667,0.96608,806,11,,-0.459,-0.784
116,House,21979,21,14.0,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.594,0.319,-56.71894,0.93197,805,16,,-0.552,0.641
116,House,29346,21,1.0,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-23.64154,0.97003,777,6,,-0.48,-0.16
116,House,29717,21,7.0,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-15.7637,0.98024,790,3,,-0.483,-0.316
116,House,29718,21,15.0,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-98.57355,0.87925,766,45,,0.395,0.308
116,House,29911,21,9.0,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.289,-16.47923,0.97964,801,6,,-0.517,-0.479
116,House,15124,22,1.0,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-25.35942,0.96899,805,5,,-0.453,0.212
116,House,20757,22,7.0,IN,100,,,"CARSON, André",C001072,1974,,-0.435,0.027,-40.37429,0.95114,806,12,,-0.548,0.289
116,House,21132,22,8.0,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.38,0.385,-100.13356,0.87967,781,45,,0.452,0.298
116,House,21330,22,2.0,IN,200,,,"WALORSKI, Jackie",W000813,1963,2022.0,0.436,0.315,-86.07111,0.8959,783,38,,0.39,0.371
116,House,21331,22,5.0,IN,200,,,"BROOKS, Susan",B001284,1960,,0.352,0.217,-134.01795,0.8412,775,65,,0.326,0.176
116,House,21702,22,3.0,IN,200,,,"BANKS, James E.",B001299,1979,,0.648,0.014,-112.18933,0.87006,806,56,,0.634,0.029
116,House,21725,22,9.0,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.417,-0.243,-203.66398,0.77224,788,98,,0.403,-0.309
116,House,21903,22,4.0,IN,200,,,"BAIRD, James",B001307,1945,,0.446,0.417,-82.58285,0.90284,808,38,,0.427,0.668
116,House,21952,22,6.0,IN,200,,,"PENCE, Gregory",P000615,1956,,0.5,0.237,-100.2051,0.88172,796,50,,0.457,0.357
116,House,20325,31,4.0,IA,200,,,"KING, Steve",K000362,1949,,0.613,0.171,-190.61697,0.77372,743,87,,0.583,-0.184
116,House,20720,31,2.0,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-28.98965,0.96415,794,8,,-0.3,0.214
116,House,21902,31,3.0,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.25,0.528,-80.08022,0.90452,798,37,,-0.239,0.568
116,House,21918,31,1.0,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.224,0.501,-79.52809,0.90626,808,41,,-0.224,0.501
116,House,21734,32,1.0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.607,0.139,-126.95983,0.84854,773,57,,0.546,0.091
116,House,21750,32,4.0,KS,200,,,"ESTES, Ron",E000298,1956,,0.648,0.124,-99.76528,0.88248,798,48,,0.622,0.087
116,House,21914,32,3.0,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.263,0.224,-57.84783,0.93083,807,23,,-0.25,0.206
116,House,21982,32,2.0,KS,200,,,"WATKINS, Steve",W000824,1976,,0.549,0.079,-114.0218,0.86747,802,52,,0.549,0.079
116,House,14854,51,5.0,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.154,-87.35977,0.89643,799,26,,0.336,0.593
116,House,20723,51,3.0,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-20.37847,0.97488,801,6,,-0.444,-0.161
116,House,20916,51,2.0,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.427,0.274,-72.17332,0.91394,802,28,,0.442,0.455
116,House,21333,51,6.0,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.489,0.29,-102.67308,0.87856,793,44,,0.497,0.293
116,House,21565,51,1.0,KY,200,,,"COMER, James",C001108,1972,,0.592,-0.073,-132.27738,0.8483,804,69,,0.638,0.028
116,House,31102,51,4.0,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.662,-0.75,-240.40593,0.73649,786,104,,0.919,-0.395
116,House,20759,45,1.0,LA,200,,,"SCALISE, Steve",S001176,1965,,0.559,0.163,-84.12283,0.9003,801,37,,0.577,0.298
